PerformanceID;EmployeeID;EnvironmentSatisfaction;JobSatisfaction;RelationshipSatisfaction;TrainingOpportunitiesWithinYear;TrainingOpportunitiesTaken;WorkLifeBalance;SelfRating;ManagerRating;ReviewDateNew
PR3964;BE93-0736;5;2;2;1;2;2;5;5;2020-05-12
PR3965;BBD0-FB7D;3;4;5;2;0;2;4;3;2020-05-12
PR3966;1F0F-458C;3;4;4;3;0;3;3;3;2020-05-13
PR3967;A184-3B30;4;2;5;2;0;2;4;3;2020-05-13
PR3968;801C-89BF;4;4;5;3;3;4;3;3;2020-05-13
PR3969;C8BC-3B77;3;2;5;3;0;3;4;4;2020-05-13
PR397;EB81-3E51;1;2;1;2;0;4;4;3;2014-09-27
PR3970;ECC7-B638;5;4;2;3;0;4;3;3;2020-05-13
PR3971;5AC6-91D4;5;3;2;2;0;3;3;3;2020-05-13
PR3972;DE6C-86FC;5;3;4;3;0;4;4;4;2020-05-14
PR3973;1C57-5F2A;4;4;3;3;0;2;4;4;2020-05-14
PR3974;0A05-3943;3;2;5;1;0;2;5;4;2020-05-15
PR3975;9F65-F612;3;3;4;3;3;3;5;4;2020-05-15
PR3976;64D6-0D5F;4;4;3;1;2;3;3;2;2020-05-15
PR3977;26DF-1241;3;3;5;1;1;4;5;4;2020-05-15
PR3978;2BCE-F73C;5;2;4;1;1;2;5;5;2020-05-15
PR3979;9D3C-DA45;4;2;3;1;1;2;5;4;2020-05-16
PR398;1CB3-F7D7;2;4;4;2;1;2;3;2;2014-09-29
PR3980;2523-EFD4;4;2;4;3;2;4;3;3;2020-05-17
PR3981;3A20-7C3E;5;2;2;3;2;3;3;3;2020-05-17
PR3982;4D59-B831;4;5;2;3;2;2;5;5;2020-05-18
PR3983;5060-A677;3;4;3;3;1;3;5;5;2020-05-18
PR3984;A2D0-E2D2;3;2;4;1;0;2;4;3;2020-05-18
PR3985;BE54-8537;3;2;5;1;2;5;4;4;2020-05-18
PR3986;9169-FC4B;4;2;2;3;0;5;4;3;2020-05-19
PR3987;72A2-1105;3;4;2;1;1;3;4;3;2020-05-19
PR3988;E9D9-787A;4;2;5;2;3;3;3;3;2020-05-19
PR3989;00B0-F199;3;4;3;1;1;4;4;3;2020-05-20
PR399;130F-32AB;4;3;2;1;1;4;4;3;2014-10-02
PR3990;5988-3855;3;3;3;1;0;3;5;5;2020-05-20
PR3991;1705-0DE5;4;2;4;2;2;4;3;2;2020-05-21
PR3992;8766-F1E7;3;3;4;2;1;2;5;4;2020-05-22
PR3993;45F9-3A37;4;5;3;3;0;4;5;4;2020-05-22
PR3994;BD1B-53A3;4;4;5;2;0;3;3;2;2020-05-22
PR3995;81BE-17CD;5;5;2;2;0;4;3;2;2020-05-22
PR3996;1B7F-73A9;3;2;5;3;2;2;4;3;2020-05-22
PR3997;3B90-B998;3;2;5;3;1;3;3;3;2020-05-22
PR3998;DF5F-5ED9;4;4;2;2;0;3;3;3;2020-05-22
PR3999;4FCD-7D65;3;5;3;2;3;2;4;4;2020-05-22
PR40;62A3-DEA7;4;4;2;2;2;4;3;3;2013-02-04
PR400;B34E-95FF;5;2;3;3;1;2;5;4;2014-10-02
PR4000;6A09-C910;5;4;2;1;3;3;5;4;2020-05-22
PR4001;06DE-E772;5;4;4;3;1;5;3;3;2020-05-23
PR4002;0F83-39C1;5;4;4;3;0;2;3;2;2020-05-23
PR4003;ED49-73D3;3;2;2;1;0;2;5;5;2020-05-23
PR4004;9C24-CD7A;4;2;5;3;1;2;5;5;2020-05-24
PR4005;242A-4FA0;3;3;3;2;2;4;4;4;2020-05-24
PR4006;566A-FC64;4;2;3;1;0;5;5;4;2020-05-24
PR4007;D91C-815B;4;4;3;3;1;4;4;4;2020-05-25
PR4008;29C2-1A3F;3;2;3;2;1;4;5;5;2020-05-25
PR4009;462E-03DF;4;5;2;3;0;4;3;2;2020-05-25
PR401;277A-A6FA;4;4;3;1;2;4;5;4;2014-10-04
PR4010;2F98-E645;3;5;2;1;2;2;4;3;2020-05-26
PR4011;F469-0427;3;4;4;2;0;2;5;5;2020-05-26
PR4012;4938-402A;3;4;5;1;3;4;4;3;2020-05-26
PR4013;CACA-0D62;4;4;2;3;1;2;4;4;2020-05-27
PR4014;C08F-94F9;4;4;4;1;1;3;4;4;2020-05-28
PR4015;DEBE-1622;5;3;2;1;0;5;3;3;2020-05-28
PR4016;6965-C170;2;4;3;1;2;1;4;4;2020-05-28
PR4017;7349-CCE0;1;2;2;2;2;4;5;4;2020-05-28
PR4018;8FF0-0F7A;4;4;2;1;1;2;5;4;2020-05-29
PR4019;259B-6C50;3;2;4;3;0;2;3;3;2020-05-29
PR402;817D-28CE;4;2;4;3;3;3;3;3;2014-10-10
PR4020;6313-8E62;3;4;4;1;1;4;4;3;2020-05-30
PR4021;F662-DEA5;4;4;1;1;2;4;3;2;2020-05-30
PR4022;76ED-1CF5;4;3;3;2;2;2;4;3;2020-05-30
PR4023;2FAE-9278;5;5;3;3;2;5;4;4;2020-05-30
PR4024;FC47-1953;3;3;4;3;1;5;4;3;2020-05-30
PR4025;B3AF-7E58;4;2;2;2;3;4;3;3;2020-05-31
PR4026;64BA-99F0;4;3;4;1;1;4;4;3;2020-05-31
PR4027;8663-3E02;3;3;5;3;0;2;4;4;2020-05-31
PR4028;F523-1135;3;4;3;2;1;5;3;2;2020-05-31
PR4029;5C87-D7BB;3;4;4;2;1;4;3;2;2020-05-31
PR403;EC6A-DD76;4;5;5;1;1;2;4;3;2014-10-10
PR4030;3A2C-ABB8;4;5;5;1;2;2;5;4;2020-06-01
PR4031;0C7B-2EA6;3;3;5;1;1;4;5;5;2020-06-02
PR4032;06E8-4FD4;5;3;2;3;1;4;3;3;2020-06-03
PR4033;9D7B-9B37;4;2;4;1;1;4;4;4;2020-06-04
PR4034;BBE1-D4A5;5;4;2;3;1;3;3;2;2020-06-04
PR4035;8533-B8FA;4;5;2;1;1;3;5;4;2020-06-04
PR4036;DDBF-9C79;3;3;5;3;1;2;3;2;2020-06-05
PR4037;6CAD-47F0;4;5;5;3;0;4;4;3;2020-06-05
PR4038;CD4D-7BBA;5;4;2;2;1;5;3;3;2020-06-05
PR4039;D3F6-A313;3;2;3;2;0;4;3;2;2020-06-06
PR404;FAC0-942B;5;2;5;1;1;2;5;5;2014-10-15
PR4040;2B70-5A31;4;3;3;2;2;3;5;5;2020-06-06
PR4041;F60C-4888;3;5;5;1;1;4;5;5;2020-06-07
PR4042;0EA5-3A95;4;4;5;2;0;5;3;2;2020-06-07
PR4043;B785-D8F8;3;3;2;3;0;2;3;3;2020-06-08
PR4044;D584-4E31;4;4;2;2;3;4;5;4;2020-06-08
PR4045;8A40-C85A;3;2;5;3;2;3;5;4;2020-06-09
PR4046;19C3-DAE4;4;2;4;1;1;5;5;5;2020-06-09
PR4047;DC67-3B66;5;4;5;2;1;4;3;3;2020-06-10
PR4048;E81C-A653;5;2;5;2;1;2;4;4;2020-06-11
PR4049;DFDC-286C;4;3;3;3;1;5;3;2;2020-06-12
PR405;45FF-ACE6;3;3;2;1;1;4;5;5;2014-10-18
PR4050;3E42-57C8;3;5;5;3;2;5;3;2;2020-06-13
PR4051;E9B9-3944;4;2;4;3;1;4;3;3;2020-06-13
PR4052;A91B-7DC5;5;2;5;2;0;4;4;3;2020-06-13
PR4053;B967-D6D3;5;4;3;3;1;2;3;2;2020-06-13
PR4054;648E-FE5F;5;5;5;3;1;2;5;4;2020-06-13
PR4055;5416-F925;5;4;3;1;0;2;4;4;2020-06-14
PR4056;07C3-7429;4;5;2;3;0;5;3;3;2020-06-14
PR4057;16B6-9C29;3;3;4;3;0;4;4;4;2020-06-14
PR4058;D4BE-786C;5;3;3;2;3;5;3;3;2020-06-14
PR4059;AB5F-244C;5;5;2;3;1;4;3;3;2020-06-15
PR406;AA19-95BD;5;4;3;3;0;3;3;2;2014-10-18
PR4060;4F64-A0E2;3;2;5;1;1;2;3;2;2020-06-15
PR4061;1E61-70EC;3;4;4;2;1;2;3;3;2020-06-16
PR4062;549F-B3E7;3;5;5;1;3;2;4;4;2020-06-16
PR4063;6FE3-2270;5;3;4;3;2;5;5;5;2020-06-16
PR4064;22FF-9076;3;2;4;3;2;3;3;3;2020-06-16
PR4065;B8A5-07A1;3;5;3;1;0;2;5;4;2020-06-16
PR4066;C6F6-CDFE;5;5;2;1;1;2;4;4;2020-06-16
PR4067;005C-E0FB;3;3;2;1;2;2;4;3;2020-06-17
PR4068;00A3-2445;5;4;2;3;0;2;3;2;2020-06-18
PR4069;F4D2-F6F2;4;2;5;2;1;3;3;3;2020-06-18
PR407;7269-88EC;4;2;2;2;0;3;5;5;2014-10-19
PR4070;1C6C-3B67;3;2;2;3;1;5;3;3;2020-06-18
PR4071;BDC5-51CF;4;5;3;2;1;3;4;4;2020-06-20
PR4072;5468-EEE1;3;3;3;2;1;5;3;2;2020-06-20
PR4073;2E72-4BF1;4;2;5;1;0;2;3;3;2020-06-21
PR4074;2937-EB65;3;4;4;1;0;4;3;2;2020-06-21
PR4075;3EB2-9111;3;2;5;1;1;5;5;5;2020-06-22
PR4076;8822-B9C5;3;5;3;1;3;4;3;2;2020-06-22
PR4077;5544-4583;4;4;2;1;1;5;5;5;2020-06-22
PR4078;9CE9-B0D5;5;3;5;3;0;4;3;2;2020-06-22
PR4079;9AAD-D3C1;2;1;1;1;0;1;4;4;2020-06-23
PR408;7378-5351;3;2;3;3;1;5;5;5;2014-10-26
PR4080;95CB-4E31;1;2;2;3;0;2;5;5;2020-06-23
PR4081;9BE8-2C44;1;2;4;1;2;4;3;3;2020-06-23
PR4082;AA67-CB22;2;3;4;1;1;1;5;4;2020-06-24
PR4083;6542-3E93;3;4;4;1;1;2;3;3;2020-06-24
PR4084;4CCA-B1E6;2;2;3;2;0;4;4;4;2020-06-25
PR4085;E8F5-C47D;3;2;2;2;1;1;5;5;2020-06-25
PR4086;8026-658D;5;5;2;3;0;5;5;5;2020-06-25
PR4087;F5CC-33FA;3;5;4;1;0;4;5;5;2020-06-25
PR4088;35D2-818A;5;3;2;2;2;4;3;3;2020-06-26
PR4089;C0C7-A3EF;3;3;4;1;0;2;3;3;2020-06-27
PR409;9C7D-E1B1;5;5;5;1;0;3;3;3;2014-10-27
PR4090;C385-CDBE;4;5;3;3;0;5;4;3;2020-06-27
PR4091;2B7A-9C73;3;5;3;2;0;3;3;3;2020-06-28
PR4092;E46A-3676;3;4;2;2;0;2;5;5;2020-06-28
PR4093;ABDA-F749;4;4;3;1;1;2;4;4;2020-06-28
PR4094;6A0D-9C4D;2;4;2;2;2;2;4;4;2020-06-29
PR4095;D676-4ECC;3;3;2;2;2;3;5;5;2020-06-29
PR4096;74F3-DF3D;3;2;2;1;1;4;5;4;2020-06-29
PR4097;C026-3E38;4;3;2;3;3;4;4;3;2020-06-29
PR4098;AF11-04C3;4;2;2;2;2;2;4;4;2020-06-29
PR4099;4C88-27A1;1;4;3;1;1;1;4;4;2020-06-30
PR41;8EE9-E86D;3;2;4;2;1;4;3;2;2013-02-05
PR410;8C57-8F84;4;5;4;2;2;4;4;3;2014-10-29
PR4100;5731-90E6;4;2;3;3;3;4;3;3;2020-06-30
PR4101;FBC2-C5FA;5;2;3;2;1;3;5;4;2020-06-30
PR4102;5E9A-FE30;5;2;4;2;1;5;4;4;2020-06-30
PR4103;E72B-64FA;5;2;2;2;1;3;5;5;2020-06-30
PR4104;3747-3110;5;3;5;2;0;5;3;3;2020-07-01
PR4105;F9B6-C80B;4;3;2;3;0;2;3;2;2020-07-02
PR4106;0AA2-881A;5;3;5;3;1;2;5;4;2020-07-03
PR4107;A7F8-24EA;4;4;5;3;1;4;4;3;2020-07-03
PR4108;2F85-AF81;5;3;5;2;1;4;4;3;2020-07-04
PR4109;5395-75A1;3;2;4;1;2;5;4;3;2020-07-04
PR411;3012-1A41;3;4;2;1;0;3;4;3;2014-10-31
PR4110;5919-4ADE;4;5;2;2;3;5;4;3;2020-07-04
PR4111;427A-8C69;5;4;4;3;1;3;4;4;2020-07-05
PR4112;C389-FC34;3;2;3;2;0;2;5;4;2020-07-05
PR4113;8B79-18F1;3;4;5;3;1;2;4;3;2020-07-07
PR4114;AF58-5D1B;5;5;3;2;1;2;3;2;2020-07-07
PR4115;0E79-8257;5;2;5;1;0;2;3;3;2020-07-07
PR4116;0FC8-561B;4;2;2;2;0;3;3;3;2020-07-08
PR4117;7B98-EA6F;4;3;4;2;3;3;5;5;2020-07-08
PR4118;380F-A08A;5;2;2;1;0;4;5;5;2020-07-08
PR4119;58FA-C451;4;4;3;1;0;4;3;2;2020-07-08
PR412;6280-B47F;3;2;4;1;0;2;5;5;2014-11-01
PR4120;9A87-71F6;3;4;4;2;0;2;4;3;2020-07-08
PR4121;90EB-28D4;4;2;4;2;2;3;4;4;2020-07-08
PR4122;E268-61EB;3;3;4;1;1;5;5;5;2020-07-09
PR4123;132B-F2B2;5;5;5;2;0;4;3;3;2020-07-09
PR4124;A2B5-823F;5;4;5;1;0;4;4;3;2020-07-09
PR4125;9BC9-1288;4;2;2;1;3;3;4;3;2020-07-09
PR4126;BDE5-385A;3;5;5;1;3;5;4;4;2020-07-09
PR4127;6345-2F33;5;5;5;3;0;4;4;4;2020-07-10
PR4128;9900-1159;4;2;4;3;2;5;5;5;2020-07-10
PR4129;6AD1-5EE8;5;2;3;2;0;3;3;2;2020-07-10
PR413;86E9-319B;5;3;3;3;1;2;3;2;2014-11-03
PR4130;DCD4-C785;3;3;4;3;3;4;3;3;2020-07-11
PR4131;1A38-1D62;4;5;2;3;2;4;4;3;2020-07-11
PR4132;8583-9174;5;3;2;1;0;2;3;3;2020-07-12
PR4133;29F6-C6CA;5;3;5;3;1;4;3;3;2020-07-12
PR4134;5293-AC5C;5;3;5;2;0;2;3;3;2020-07-13
PR4135;F961-5A03;4;3;2;3;2;3;3;2;2020-07-13
PR4136;1243-8B63;5;2;4;1;0;3;5;4;2020-07-13
PR4137;E324-1C33;5;5;5;3;1;3;3;3;2020-07-14
PR4138;2A20-28CD;3;3;5;1;1;3;4;3;2020-07-14
PR4139;61E5-836E;3;4;3;2;1;4;3;3;2020-07-14
PR414;7FA1-BC64;5;3;5;3;1;2;5;4;2014-11-04
PR4140;D906-B674;4;3;5;3;0;4;5;5;2020-07-16
PR4141;CCAB-4B80;3;5;5;3;0;5;3;2;2020-07-16
PR4142;DFA2-1B8F;3;3;4;3;1;3;3;3;2020-07-16
PR4143;D8FC-E2F7;4;3;3;2;2;4;5;5;2020-07-17
PR4144;F0C3-4859;2;2;3;1;0;2;4;3;2020-07-17
PR4145;F4A3-2126;3;3;3;1;0;4;4;3;2020-07-17
PR4146;13FA-3559;4;3;2;1;3;2;4;3;2020-07-17
PR4147;D926-DED9;1;2;3;3;2;3;5;4;2020-07-17
PR4148;F83C-CA1D;3;5;5;3;1;2;4;3;2020-07-18
PR4149;C0BE-FED0;3;5;2;1;1;4;4;3;2020-07-18
PR415;EC6E-7F42;3;4;5;2;0;3;5;5;2014-11-06
PR4150;307F-9BFA;3;3;4;3;1;4;4;4;2020-07-18
PR4151;F8D4-3CAB;3;3;2;3;2;5;5;4;2020-07-18
PR4152;AA87-13D8;4;4;4;2;0;3;3;2;2020-07-19
PR4153;806F-B986;3;2;5;2;1;5;3;2;2020-07-19
PR4154;AE33-DDE7;5;5;2;3;1;5;3;2;2020-07-19
PR4155;D5B3-425C;5;2;2;1;0;2;3;2;2020-07-19
PR4156;95D8-5DC7;4;5;2;1;1;5;5;4;2020-07-20
PR4157;B5C6-F8D5;4;4;5;3;0;2;3;3;2020-07-20
PR4158;4316-C080;5;2;5;2;2;5;3;3;2020-07-21
PR4159;6E64-8D30;4;3;2;3;1;2;4;3;2020-07-22
PR416;FD95-9EEB;4;5;5;3;1;4;4;3;2014-11-08
PR4160;F20A-F424;5;3;2;1;1;5;3;3;2020-07-22
PR4161;4875-109B;5;4;2;2;2;2;4;3;2020-07-22
PR4162;DEB9-1BBF;3;2;5;3;3;3;3;2;2020-07-23
PR4163;B59D-CA4C;5;2;3;2;0;3;4;4;2020-07-23
PR4164;3653-D544;5;5;4;2;3;2;3;3;2020-07-23
PR4165;E73A-F20A;4;4;2;3;0;3;5;5;2020-07-23
PR4166;9DB2-76B3;3;2;5;3;1;2;4;4;2020-07-24
PR4167;D565-284D;4;3;2;3;0;2;5;5;2020-07-24
PR4168;205B-4D34;3;3;4;3;0;2;4;3;2020-07-24
PR4169;4673-EBEC;5;2;4;1;0;5;5;4;2020-07-24
PR417;AFDF-3DA8;5;4;2;2;1;3;5;5;2014-11-09
PR4170;D6BB-FEDF;4;4;3;2;3;5;5;5;2020-07-24
PR4171;C77A-2348;4;2;3;1;1;3;4;3;2020-07-25
PR4172;7AA0-5766;3;3;4;1;1;3;3;3;2020-07-26
PR4173;6F50-08B6;4;2;2;3;0;5;5;4;2020-07-26
PR4174;F3A3-10CE;3;3;3;1;1;3;5;4;2020-07-27
PR4175;09D2-46BD;3;3;3;2;1;5;5;5;2020-07-27
PR4176;CBCB-9C9D;3;2;2;2;0;2;3;3;2020-07-29
PR4177;1217-CE30;5;5;3;1;1;4;3;3;2020-07-29
PR4178;9DB1-8C59;5;2;4;2;0;4;3;3;2020-07-29
PR4179;AD8F-7539;4;5;4;1;2;4;4;4;2020-07-29
PR418;3E4A-F28F;3;2;2;3;1;3;4;4;2014-11-12
PR4180;D825-CC31;5;3;3;1;0;2;3;3;2020-07-30
PR4181;7A8C-2DD3;4;2;4;3;0;4;3;2;2020-07-31
PR4182;5802-2A7E;3;5;4;2;2;5;3;2;2020-07-31
PR4183;4C99-E626;3;5;4;1;1;3;3;2;2020-07-31
PR4184;07AF-3631;4;3;2;2;1;3;5;5;2020-08-01
PR4185;6EEF-5B17;3;4;5;1;0;3;5;4;2020-08-02
PR4186;CE90-763C;3;5;5;3;2;3;4;4;2020-08-02
PR4187;66BC-7AC0;5;2;5;1;1;5;4;4;2020-08-03
PR4188;55D6-1423;5;4;3;3;1;2;3;2;2020-08-03
PR4189;ED73-F078;5;4;4;1;3;4;5;5;2020-08-03
PR419;F578-F0C8;5;2;5;3;0;4;4;3;2014-11-12
PR4190;AF77-0F6B;5;4;4;2;2;5;4;3;2020-08-03
PR4191;7486-A1B6;5;3;2;3;3;3;5;4;2020-08-03
PR4192;67D7-9785;5;5;2;3;2;4;5;4;2020-08-05
PR4193;BFE7-5EA8;4;4;3;1;3;2;3;2;2020-08-05
PR4194;8EAF-4F79;4;3;5;3;0;4;5;4;2020-08-05
PR4195;84AD-D566;3;5;2;3;2;4;5;5;2020-08-06
PR4196;5B0E-31FB;3;2;4;1;2;5;4;4;2020-08-08
PR4197;A1DB-6C34;4;5;3;3;0;2;3;3;2020-08-08
PR4198;6925-864E;4;2;4;2;0;3;4;3;2020-08-08
PR4199;2B08-7D3D;3;4;5;2;0;5;4;4;2020-08-09
PR42;F3CD-9B5B;5;4;3;3;1;2;3;3;2013-02-05
PR420;C219-6C2E;5;5;2;2;2;2;4;4;2014-11-23
PR4200;2EF6-8D96;5;5;5;1;0;3;3;2;2020-08-10
PR4201;5642-6F1E;3;2;4;3;3;3;5;4;2020-08-10
PR4202;9825-45EF;3;3;4;3;0;5;5;4;2020-08-11
PR4203;69EC-7B13;3;4;4;1;2;2;3;3;2020-08-11
PR4204;4294-03D1;5;5;4;3;1;2;3;2;2020-08-11
PR4205;040C-EDED;5;2;3;3;2;4;3;3;2020-08-12
PR4206;46ED-4007;3;4;4;1;0;5;4;4;2020-08-12
PR4207;9811-F345;3;3;5;3;0;2;5;5;2020-08-12
PR4208;106F-F7C7;3;3;5;1;1;2;4;4;2020-08-12
PR4209;682D-8FD8;3;4;5;1;0;3;4;3;2020-08-12
PR421;5B11-3DB3;3;3;5;2;1;2;3;2;2014-11-26
PR4210;AFA8-5058;4;3;3;3;1;3;4;3;2020-08-13
PR4211;04D7-C8F3;3;4;3;1;0;5;5;4;2020-08-13
PR4212;6B20-FFDF;5;3;5;2;0;4;5;4;2020-08-13
PR4213;9283-E971;3;2;2;1;1;2;4;4;2020-08-13
PR4214;D7C2-EAA5;5;4;2;1;0;3;5;5;2020-08-13
PR4215;FE0F-498F;4;5;5;3;0;4;3;3;2020-08-13
PR4216;6112-8476;5;3;5;3;1;4;5;5;2020-08-14
PR4217;D13E-E661;4;5;5;3;3;3;3;3;2020-08-14
PR4218;B24C-18BF;3;5;2;3;0;3;4;4;2020-08-14
PR4219;2A89-93B6;5;3;5;2;0;4;4;3;2020-08-15
PR422;6A2B-42DB;3;4;2;1;0;2;4;3;2014-11-26
PR4220;41DC-E8B5;4;3;5;2;3;4;3;2;2020-08-15
PR4221;CA75-94D1;3;2;5;3;0;4;4;3;2020-08-15
PR4222;6D3B-AD28;4;4;3;1;1;2;4;4;2020-08-15
PR4223;AE51-5502;4;4;5;2;1;4;3;3;2020-08-15
PR4224;37EE-004B;3;2;4;2;0;5;4;3;2020-08-16
PR4225;52DD-757F;3;3;5;1;0;4;4;3;2020-08-16
PR4226;81F1-950F;4;5;5;3;1;5;3;2;2020-08-16
PR4227;B76C-D9CE;5;4;5;3;2;3;5;5;2020-08-17
PR4228;DF11-9C46;4;3;3;3;1;3;4;3;2020-08-17
PR4229;CDC1-C7CA;4;2;3;1;0;2;3;3;2020-08-17
PR423;BD70-7DAE;4;3;4;1;2;3;4;3;2014-12-04
PR4230;D75C-3E43;3;3;3;3;1;2;3;2;2020-08-17
PR4231;79C5-FE9D;3;3;4;2;1;5;4;4;2020-08-18
PR4232;C7C8-43D9;3;2;4;2;1;3;5;4;2020-08-19
PR4233;F877-3BF9;4;3;3;2;1;3;3;3;2020-08-20
PR4234;2962-039F;5;2;5;3;2;2;4;4;2020-08-20
PR4235;60B5-48ED;5;3;2;3;3;3;3;2;2020-08-20
PR4236;7A5A-CC91;4;5;3;3;1;2;4;4;2020-08-20
PR4237;267F-F71D;4;5;5;1;1;3;4;4;2020-08-21
PR4238;16FB-8835;4;2;3;3;0;5;3;3;2020-08-22
PR4239;0AE7-DDE2;5;3;5;2;1;5;4;3;2020-08-22
PR424;DDAC-D5FD;3;5;4;3;1;3;3;2;2014-12-04
PR4240;3EAA-95E5;3;5;3;3;2;4;3;3;2020-08-22
PR4241;17AE-E715;4;4;3;1;2;5;5;5;2020-08-23
PR4242;1D87-3372;3;2;3;1;0;5;3;2;2020-08-23
PR4243;D186-CBF5;3;2;5;2;0;4;4;4;2020-08-24
PR4244;42F5-707F;3;2;4;1;0;5;3;3;2020-08-24
PR4245;65A0-5D04;5;2;4;1;1;4;5;4;2020-08-25
PR4246;473C-EA4E;5;3;2;3;1;2;3;2;2020-08-25
PR4247;4FD5-CC71;3;5;4;3;0;4;5;4;2020-08-26
PR4248;AEEC-804D;4;5;5;1;0;4;4;3;2020-08-27
PR4249;993B-186B;4;5;5;3;0;2;3;2;2020-08-28
PR425;3D71-8DC2;4;5;5;1;3;4;4;3;2014-12-06
PR4250;15B3-F392;5;2;4;2;1;5;4;3;2020-08-29
PR4251;E616-CAD8;5;4;5;3;1;4;5;5;2020-08-30
PR4252;C27A-1115;5;4;5;3;1;3;5;5;2020-08-30
PR4253;134B-4157;3;3;4;1;0;5;5;5;2020-08-31
PR4254;BD97-F94D;3;2;4;3;0;3;4;3;2020-08-31
PR4255;2DD1-FD7F;3;5;5;3;0;2;5;4;2020-09-01
PR4256;C730-6B13;4;4;2;2;0;4;3;3;2020-09-01
PR4257;11C2-2B5B;5;3;2;3;0;4;3;2;2020-09-01
PR4258;D6A7-EF72;4;5;4;2;1;3;5;4;2020-09-02
PR4259;2ED2-2CEC;3;3;2;1;0;5;5;4;2020-09-02
PR426;598D-E3B4;4;4;2;2;2;4;3;3;2014-12-09
PR4260;2546-1312;4;4;5;3;3;2;3;3;2020-09-02
PR4261;6E61-A2BA;5;3;3;1;1;4;3;2;2020-09-02
PR4262;9075-A294;3;3;4;3;1;2;3;2;2020-09-02
PR4263;39A2-9B0A;5;3;5;2;0;3;4;4;2020-09-03
PR4264;F5C3-07B0;3;4;5;1;1;4;3;2;2020-09-03
PR4265;7845-EF8F;5;2;5;3;2;5;3;2;2020-09-03
PR4266;71CC-7412;4;2;5;3;0;2;5;4;2020-09-04
PR4267;B09D-DFEC;4;3;2;3;2;5;5;5;2020-09-05
PR4268;D014-7DB2;4;5;2;1;2;2;3;3;2020-09-07
PR4269;07F1-62C3;4;3;4;3;1;5;4;3;2020-09-07
PR427;B98B-4689;5;3;2;3;2;3;4;3;2014-12-09
PR4270;0DC1-7EE4;3;3;3;1;0;3;4;4;2020-09-07
PR4271;A409-26AC;5;4;3;1;1;3;5;4;2020-09-07
PR4272;9F02-0D39;3;3;2;3;1;3;4;4;2020-09-08
PR4273;0AF4-EC15;5;3;4;2;2;5;3;2;2020-09-08
PR4274;1D35-190A;4;3;2;2;2;5;5;4;2020-09-10
PR4275;B268-1642;3;2;2;3;1;3;4;4;2020-09-10
PR4276;4404-DE5A;5;5;2;2;0;4;4;4;2020-09-11
PR4277;8F78-4A32;3;3;2;1;2;3;5;4;2020-09-11
PR4278;BB09-BF7F;3;4;3;3;0;3;3;3;2020-09-11
PR4279;503B-AACE;5;4;4;1;0;2;4;4;2020-09-11
PR428;63BF-A86A;3;3;2;2;3;3;3;2;2014-12-10
PR4280;5A78-0F17;5;4;3;1;0;3;3;2;2020-09-12
PR4281;F7B0-E6B2;5;3;2;2;1;4;3;2;2020-09-12
PR4282;6135-885F;4;2;4;2;1;4;4;4;2020-09-13
PR4283;411F-6325;5;5;3;3;0;2;3;2;2020-09-13
PR4284;1E61-B76A;4;5;2;1;1;3;3;3;2020-09-14
PR4285;8369-ED26;3;2;5;3;1;4;3;2;2020-09-14
PR4286;D29C-A21F;5;3;4;3;1;5;3;2;2020-09-14
PR4287;3F19-FC5A;4;2;5;3;3;4;4;3;2020-09-15
PR4288;A71E-A9DC;4;5;4;2;0;2;5;5;2020-09-15
PR4289;3E50-011E;3;4;3;3;1;5;3;2;2020-09-17
PR429;E6D9-ADEE;5;3;5;2;3;5;3;3;2014-12-14
PR4290;5741-0022;3;5;5;3;0;4;5;5;2020-09-18
PR4291;CECC-60FF;3;3;3;1;0;3;3;3;2020-09-18
PR4292;2FC8-999D;5;3;2;2;1;3;3;2;2020-09-19
PR4293;CD7F-377F;4;3;4;2;2;5;3;2;2020-09-19
PR4294;3476-CA56;4;5;5;1;0;3;5;4;2020-09-20
PR4295;80BE-E2B5;3;2;4;2;2;5;4;4;2020-09-20
PR4296;07F5-A45D;3;2;4;1;0;4;3;3;2020-09-21
PR4297;E430-E462;5;2;5;2;2;4;3;3;2020-09-22
PR4298;46D6-CA7A;3;3;2;1;0;2;4;3;2020-09-22
PR4299;EA37-AE5E;5;5;2;3;1;4;3;2;2020-09-22
PR43;151D-1FF2;4;5;4;2;3;2;4;4;2013-02-06
PR430;39FC-7149;3;2;5;2;1;2;4;3;2014-12-14
PR4300;E7D3-03C9;5;5;2;2;1;2;3;2;2020-09-23
PR4301;1DC4-97CF;5;4;4;2;2;5;4;3;2020-09-23
PR4302;994A-5F84;5;2;2;3;1;4;3;3;2020-09-23
PR4303;DF7E-3233;3;4;3;1;2;4;5;5;2020-09-24
PR4304;DBF5-E57D;5;4;5;2;0;2;5;4;2020-09-24
PR4305;7F61-2397;3;2;5;2;0;3;5;4;2020-09-25
PR4306;EB81-3E51;3;3;2;2;3;2;5;5;2020-09-25
PR4307;C1B4-46B2;4;5;2;3;0;3;5;5;2020-09-25
PR4308;469A-8121;4;4;4;2;2;3;4;3;2020-09-26
PR4309;07F6-D61B;3;3;3;2;0;5;5;5;2020-09-26
PR431;E55E-9436;5;4;5;3;2;5;5;5;2014-12-17
PR4310;1CB3-F7D7;4;4;3;2;2;2;3;3;2020-09-27
